question,label
탄소국경세 같은 단어 뭐야,S-ECO O O O
탄소국경세 언제 쓰는 말,S-ECO O O O
탄소국경세 뜻을 알려줘,S-ECO O O
탄소국경세 알려줄 수 있니,S-ECO O O O
탄소국경세 단어 뜻 뭐야,S-ECO O O O
탄소국경세 단어의 의미 알려줘,S-ECO O O O
그럼 탄소국경세 뜻은 뭐야,O S-ECO O O
탄소국경세 뜻이 뭐야,S-ECO O O
탄소국경세 알고 싶어,S-ECO O O
저기요 탄소국경세 알려주실래요,O S-ECO O
탄소국경세 뭔가요,S-ECO O
탄소국경세 뭐지,S-ECO O
탄소국경세 알려주세요,S-ECO O
탄소국경세 가르쳐주세요,S-ECO O
근데 탄소국경세 무슨 뜻인가요,O S-ECO O O
탄소국경세 알려줄 수 있을까,S-ECO O O O
탄소국경세 뭐지,S-ECO O
ㅋㅋㅋ 탄소국경세 알려줄래,O S-ECO O
음 탄소국경세 뜻 뭐야,O S-ECO O O
탄소국경세 뜻 알려줄 사람,S-ECO O O O
탄소국경세 단어 언제 쓰지,S-ECO O O O
탄소국경세 의미가 뭔지 아니,S-ECO O O O
탄소국경세 의미에 대해 알고 싶어,S-ECO O O O O
탄소국경세 용도를 알려줘,S-ECO O O
탄소국경세 단어는 언제 쓰니,S-ECO O O O
탄소국경세 단어 쓰임새,S-ECO O O
그리고 탄소국경세 뜻 알고 싶어,O S-ECO O O O
그런데 탄소국경세 뜻 뭐지,O S-ECO O O
야 너 탄소국경세 알아,O O S-ECO O
탄소국경세 뜻이 뭔데,S-ECO O O
야 탄소국경세 뭐야,O S-ECO O
근데 탄소국경세 무슨 뜻인지 아니,O S-ECO O O O
근데 탄소국경세 무슨 뜻인데,O S-ECO O O
아니 탄소국경세 뜻 뭐냐니깐,O S-ECO O O
아 그리고 탄소국경세 뜻 알려줘,O O S-ECO O O
탄소국경세 설명해줘,S-ECO O
탄소국경세 가르쳐줘,S-ECO O
탄소국경세 알려줘,S-ECO O
탄소국경세 뭐냐니까,S-ECO O
탄소국경세 단어 뜻 알려줄 수 있을까,S-ECO O O O O O
근데 탄소국경세 뭐지,O S-ECO O
탄소국경세 뜻 뭔데,S-ECO O O
얘 탄소국경세 알려줄래,O S-ECO O
야 RE100 뜻,O S-ECO O
야 RE100 뜻 뭔데,O S-ECO O O
어이 RE100 뭔지 알려줘,O S-ECO O O
어이 RE100 뭔 뜻이야,O S-ECO O O
어이 RE100 대해 알려줘,O S-ECO O O
RE100 무슨 뜻인지 알고 있니,S-ECO O O O O
RE100 무슨 말인지 알려줄래,S-ECO O O O
RE100 단어에 대해 알고 싶어,S-ECO O O O O
RE100 같은 단어 뭐야,S-ECO O O O
RE100 언제 쓰는 말,S-ECO O O O
RE100 뜻을 알려줘,S-ECO O O
RE100 알려줄 수 있니,S-ECO O O O
RE100 단어 뜻 뭐야,S-ECO O O O
RE100 단어의 의미 알려줘,S-ECO O O O
그럼 RE100 뜻은 뭐야,O S-ECO O O
RE100 뜻이 뭐야,S-ECO O O
RE100 알고 싶어,S-ECO O O
저기요 RE100 알려주실래요,O S-ECO O
RE100 뭔가요,S-ECO O
RE100 뭐지,S-ECO O
RE100 알려주세요,S-ECO O
RE100 가르쳐주세요,S-ECO O
근데 RE100 무슨 뜻인가요,O S-ECO O O
RE100 알려줄 수 있을까,S-ECO O O O
RE100 뭐지,S-ECO O
ㅋㅋㅋ RE100 알려줄래,O S-ECO O
음 RE100 뜻 뭐야,O S-ECO O O
RE100 뜻 알려줄 사람,S-ECO O O O
RE100 단어 언제 쓰지,S-ECO O O O
RE100 의미가 뭔지 아니,S-ECO O O O
RE100 의미에 대해 알고 싶어,S-ECO O O O O
RE100 용도를 알려줘,S-ECO O O
RE100 단어는 언제 쓰니,S-ECO O O O
RE100 단어 쓰임새,S-ECO O O
그리고 RE100 뜻 알고 싶어,O S-ECO O O O
그런데 RE100 뜻 뭐지,O S-ECO O O
야 너 RE100 알아,O O S-ECO O
RE100 뜻이 뭔데,S-ECO O O
야 RE100 뭐야,O S-ECO O
근데 RE100 무슨 뜻인지 아니,O S-ECO O O O
근데 RE100 무슨 뜻인데,O S-ECO O O
아니 RE100 뜻 뭐냐니깐,O S-ECO O O
아 그리고 RE100 뜻 알려줘,O O S-ECO O O
RE100 설명해줘,S-ECO O
RE100 가르쳐줘,S-ECO O
RE100 알려줘,S-ECO O
RE100 뭐냐니까,S-ECO O
RE100 단어 뜻 알려줄 수 있을까,S-ECO O O O O O
근데 RE100 뭐지,O S-ECO O
RE100 뜻 뭔데,S-ECO O O
얘 RE100 알려줄래,O S-ECO O
야 탄소배출권거래제 뜻,O S-ECO O
야 탄소배출권거래제 뜻 뭔데,O S-ECO O O
어이 탄소배출권거래제 뭔지 알려줘,O S-ECO O O
어이 탄소배출권거래제 뭔 뜻이야,O S-ECO O O
어이 탄소배출권거래제 대해 알려줘,O S-ECO O O
탄소배출권거래제 무슨 뜻인지 알고 있니,S-ECO O O O O
탄소배출권거래제 무슨 말인지 알려줄래,S-ECO O O O
탄소배출권거래제 단어에 대해 알고 싶어,S-ECO O O O O
탄소배출권거래제 같은 단어 뭐야,S-ECO O O O
탄소배출권거래제 언제 쓰는 말,S-ECO O O O
탄소배출권거래제 뜻을 알려줘,S-ECO O O
탄소배출권거래제 알려줄 수 있니,S-ECO O O O
탄소배출권거래제 단어 뜻 뭐야,S-ECO O O O
탄소배출권거래제 단어의 의미 알려줘,S-ECO O O O
그럼 탄소배출권거래제 뜻은 뭐야,O S-ECO O O
탄소배출권거래제 뜻이 뭐야,S-ECO O O
탄소배출권거래제 알고 싶어,S-ECO O O
저기요 탄소배출권거래제 알려주실래요,O S-ECO O
탄소배출권거래제 뭔가요,S-ECO O
탄소배출권거래제 뭐지,S-ECO O
탄소배출권거래제 알려주세요,S-ECO O
탄소배출권거래제 가르쳐주세요,S-ECO O
근데 탄소배출권거래제 무슨 뜻인가요,O S-ECO O O
탄소배출권거래제 알려줄 수 있을까,S-ECO O O O
탄소배출권거래제 뭐지,S-ECO O
ㅋㅋㅋ 탄소배출권거래제 알려줄래,O S-ECO O
음 탄소배출권거래제 뜻 뭐야,O S-ECO O O
탄소배출권거래제 뜻 알려줄 사람,S-ECO O O O
탄소배출권거래제 단어 언제 쓰지,S-ECO O O O
탄소배출권거래제 의미가 뭔지 아니,S-ECO O O O
탄소배출권거래제 의미에 대해 알고 싶어,S-ECO O O O O
탄소배출권거래제 용도를 알려줘,S-ECO O O
탄소배출권거래제 단어는 언제 쓰니,S-ECO O O O
탄소배출권거래제 단어 쓰임새,S-ECO O O
그리고 탄소배출권거래제 뜻 알고 싶어,O S-ECO O O O
그런데 탄소배출권거래제 뜻 뭐지,O S-ECO O O
야 너 탄소배출권거래제 알아,O O S-ECO O
탄소배출권거래제 뜻이 뭔데,S-ECO O O
야 탄소배출권거래제 뭐야,O S-ECO O
근데 탄소배출권거래제 무슨 뜻인지 아니,O S-ECO O O O
근데 탄소배출권거래제 무슨 뜻인데,O S-ECO O O
아니 탄소배출권거래제 뜻 뭐냐니깐,O S-ECO O O
아 그리고 탄소배출권거래제 뜻 알려줘,O O S-ECO O O
탄소배출권거래제 설명해줘,S-ECO O
탄소배출권거래제 가르쳐줘,S-ECO O
탄소배출권거래제 알려줘,S-ECO O
탄소배출권거래제 뭐냐니까,S-ECO O
탄소배출권거래제 단어 뜻 알려줄 수 있을까,S-ECO O O O O O
근데 탄소배출권거래제 뭐지,O S-ECO O
탄소배출권거래제 뜻 뭔데,S-ECO O O
얘 탄소배출권거래제 알려줄래,O S-ECO O
야 CSR 뜻,O S-ECO O
야 CSR 뜻 뭔데,O S-ECO O O
어이 CSR 뭔지 알려줘,O S-ECO O O
어이 CSR 뭔 뜻이야,O S-ECO O O
어이 CSR 대해 알려줘,O S-ECO O O
CSR 무슨 뜻인지 알고 있니,S-ECO O O O O
CSR 무슨 말인지 알려줄래,S-ECO O O O
CSR 단어에 대해 알고 싶어,S-ECO O O O O
CSR 같은 단어 뭐야,S-ECO O O O
CSR 언제 쓰는 말,S-ECO O O O
CSR 뜻을 알려줘,S-ECO O O
CSR 알려줄 수 있니,S-ECO O O O
CSR 단어 뜻 뭐야,S-ECO O O O
CSR 단어의 의미 알려줘,S-ECO O O O
그럼 CSR 뜻은 뭐야,O S-ECO O O
CSR 뜻이 뭐야,S-ECO O O
CSR 알고 싶어,S-ECO O O
저기요 CSR 알려주실래요,O S-ECO O
CSR 뭔가요,S-ECO O
CSR 뭐지,S-ECO O
CSR 알려주세요,S-ECO O
CSR 가르쳐주세요,S-ECO O
근데 CSR 무슨 뜻인가요,O S-ECO O O
CSR 알려줄 수 있을까,S-ECO O O O
CSR 뭐지,S-ECO O
ㅋㅋㅋ CSR 알려줄래,O S-ECO O
음 CSR 뜻 뭐야,O S-ECO O O
CSR 뜻 알려줄 사람,S-ECO O O O
CSR 단어 언제 쓰지,S-ECO O O O
CSR 의미가 뭔지 아니,S-ECO O O O
CSR 의미에 대해 알고 싶어,S-ECO O O O O
CSR 용도를 알려줘,S-ECO O O
CSR 단어는 언제 쓰니,S-ECO O O O
CSR 단어 쓰임새,S-ECO O O
그리고 CSR 뜻 알고 싶어,O S-ECO O O O
그런데 CSR 뜻 뭐지,O S-ECO O O
야 너 CSR 알아,O O S-ECO O
CSR 뜻이 뭔데,S-ECO O O
야 CSR 뭐야,O S-ECO O
근데 CSR 무슨 뜻인지 아니,O S-ECO O O O
근데 CSR 무슨 뜻인데,O S-ECO O O
아니 CSR 뜻 뭐냐니깐,O S-ECO O O
아 그리고 CSR 뜻 알려줘,O O S-ECO O O
CSR 설명해줘,S-ECO O
CSR 가르쳐줘,S-ECO O
CSR 알려줘,S-ECO O
CSR 뭐냐니까,S-ECO O
CSR 단어 뜻 알려줄 수 있을까,S-ECO O O O O O
근데 CSR 뭐지,O S-ECO O
CSR 뜻 뭔데,S-ECO O O
얘 CSR 알려줄래,O S-ECO O
야 푸드마일리지 뜻,O S-ECO O
야 푸드마일리지 뜻 뭔데,O S-ECO O O
어이 푸드마일리지 뭔지 알려줘,O S-ECO O O
어이 푸드마일리지 뭔 뜻이야,O S-ECO O O
어이 푸드마일리지 대해 알려줘,O S-ECO O O
푸드마일리지 무슨 뜻인지 알고 있니,S-ECO O O O O
푸드마일리지 무슨 말인지 알려줄래,S-ECO O O O
푸드마일리지 단어에 대해 알고 싶어,S-ECO O O O O
푸드마일리지 같은 단어 뭐야,S-ECO O O O
푸드마일리지 언제 쓰는 말,S-ECO O O O
푸드마일리지 뜻을 알려줘,S-ECO O O
푸드마일리지 알려줄 수 있니,S-ECO O O O
푸드마일리지 단어 뜻 뭐야,S-ECO O O O
푸드마일리지 단어의 의미 알려줘,S-ECO O O O
그럼 푸드마일리지 뜻은 뭐야,O S-ECO O O
푸드마일리지 뜻이 뭐야,S-ECO O O
푸드마일리지 알고 싶어,S-ECO O O
저기요 푸드마일리지 알려주실래요,O S-ECO O
푸드마일리지 뭔가요,S-ECO O
푸드마일리지 뭐지,S-ECO O
푸드마일리지 알려주세요,S-ECO O
푸드마일리지 가르쳐주세요,S-ECO O
근데 푸드마일리지 무슨 뜻인가요,O S-ECO O O
푸드마일리지 알려줄 수 있을까,S-ECO O O O
푸드마일리지 뭐지,S-ECO O
ㅋㅋㅋ 푸드마일리지 알려줄래,O S-ECO O
음 푸드마일리지 뜻 뭐야,O S-ECO O O
푸드마일리지 뜻 알려줄 사람,S-ECO O O O
푸드마일리지 단어 언제 쓰지,S-ECO O O O
푸드마일리지 의미가 뭔지 아니,S-ECO O O O
푸드마일리지 의미에 대해 알고 싶어,S-ECO O O O O
푸드마일리지 용도를 알려줘,S-ECO O O
푸드마일리지 단어는 언제 쓰니,S-ECO O O O
푸드마일리지 단어 쓰임새,S-ECO O O
그리고 푸드마일리지 뜻 알고 싶어,O S-ECO O O O
그런데 푸드마일리지 뜻 뭐지,O S-ECO O O
야 너 푸드마일리지 알아,O O S-ECO O
푸드마일리지 뜻이 뭔데,S-ECO O O
야 푸드마일리지 뭐야,O S-ECO O
근데 푸드마일리지 무슨 뜻인지 아니,O S-ECO O O O
근데 푸드마일리지 무슨 뜻인데,O S-ECO O O
아니 푸드마일리지 뜻 뭐냐니깐,O S-ECO O O
아 그리고 푸드마일리지 뜻 알려줘,O O S-ECO O O
푸드마일리지 설명해줘,S-ECO O
푸드마일리지 가르쳐줘,S-ECO O
푸드마일리지 알려줘,S-ECO O
푸드마일리지 뭐냐니까,S-ECO O
푸드마일리지 단어 뜻 알려줄 수 있을까,S-ECO O O O O O
근데 푸드마일리지 뭐지,O S-ECO O
푸드마일리지 뜻 뭔데,S-ECO O O
얘 푸드마일리지 알려줄래,O S-ECO O
야 로컬푸드 뜻,O S-ECO O
야 로컬푸드 뜻 뭔데,O S-ECO O O
어이 로컬푸드 뭔지 알려줘,O S-ECO O O
어이 로컬푸드 뭔 뜻이야,O S-ECO O O
어이 로컬푸드 대해 알려줘,O S-ECO O O
로컬푸드 무슨 뜻인지 알고 있니,S-ECO O O O O
로컬푸드 무슨 말인지 알려줄래,S-ECO O O O
로컬푸드 단어에 대해 알고 싶어,S-ECO O O O O
로컬푸드 같은 단어 뭐야,S-ECO O O O
로컬푸드 언제 쓰는 말,S-ECO O O O
로컬푸드 뜻을 알려줘,S-ECO O O
로컬푸드 알려줄 수 있니,S-ECO O O O
로컬푸드 단어 뜻 뭐야,S-ECO O O O
로컬푸드 단어의 의미 알려줘,S-ECO O O O
그럼 로컬푸드 뜻은 뭐야,O S-ECO O O
로컬푸드 뜻이 뭐야,S-ECO O O
로컬푸드 알고 싶어,S-ECO O O
저기요 로컬푸드 알려주실래요,O S-ECO O
로컬푸드 뭔가요,S-ECO O
로컬푸드 뭐지,S-ECO O
로컬푸드 알려주세요,S-ECO O
로컬푸드 가르쳐주세요,S-ECO O
근데 로컬푸드 무슨 뜻인가요,O S-ECO O O
로컬푸드 알려줄 수 있을까,S-ECO O O O
로컬푸드 뭐지,S-ECO O
ㅋㅋㅋ 로컬푸드 알려줄래,O S-ECO O
음 로컬푸드 뜻 뭐야,O S-ECO O O
로컬푸드 뜻 알려줄 사람,S-ECO O O O
로컬푸드 단어 언제 쓰지,S-ECO O O O
로컬푸드 의미가 뭔지 아니,S-ECO O O O
로컬푸드 의미에 대해 알고 싶어,S-ECO O O O O
로컬푸드 용도를 알려줘,S-ECO O O
로컬푸드 단어는 언제 쓰니,S-ECO O O O
로컬푸드 단어 쓰임새,S-ECO O O
그리고 로컬푸드 뜻 알고 싶어,O S-ECO O O O
그런데 로컬푸드 뜻 뭐지,O S-ECO O O
야 너 로컬푸드 알아,O O S-ECO O
로컬푸드 뜻이 뭔데,S-ECO O O
야 로컬푸드 뭐야,O S-ECO O
근데 로컬푸드 무슨 뜻인지 아니,O S-ECO O O O
근데 로컬푸드 무슨 뜻인데,O S-ECO O O
아니 로컬푸드 뜻 뭐냐니깐,O S-ECO O O
아 그리고 로컬푸드 뜻 알려줘,O O S-ECO O O
로컬푸드 설명해줘,S-ECO O
로컬푸드 가르쳐줘,S-ECO O
로컬푸드 알려줘,S-ECO O
로컬푸드 뭐냐니까,S-ECO O
로컬푸드 단어 뜻 알려줄 수 있을까,S-ECO O O O O O
근데 로컬푸드 뭐지,O S-ECO O
로컬푸드 뜻 뭔데,S-ECO O O
얘 로컬푸드 알려줄래,O S-ECO O
야 그린뉴딜 뜻,O S-ECO O
야 그린뉴딜 뜻 뭔데,O S-ECO O O
어이 그린뉴딜 뭔지 알려줘,O S-ECO O O
어이 그린뉴딜 뭔 뜻이야,O S-ECO O O
어이 그린뉴딜 대해 알려줘,O S-ECO O O
그린뉴딜 무슨 뜻인지 알고 있니,S-ECO O O O O
그린뉴딜 무슨 말인지 알려줄래,S-ECO O O O
그린뉴딜 단어에 대해 알고 싶어,S-ECO O O O O
그린뉴딜 같은 단어 뭐야,S-ECO O O O
그린뉴딜 언제 쓰는 말,S-ECO O O O
그린뉴딜 뜻을 알려줘,S-ECO O O
그린뉴딜 알려줄 수 있니,S-ECO O O O
그린뉴딜 단어 뜻 뭐야,S-ECO O O O
그린뉴딜 단어의 의미 알려줘,S-ECO O O O
그럼 그린뉴딜 뜻은 뭐야,O S-ECO O O
그린뉴딜 뜻이 뭐야,S-ECO O O
그린뉴딜 알고 싶어,S-ECO O O
저기요 그린뉴딜 알려주실래요,O S-ECO O
그린뉴딜 뭔가요,S-ECO O
그린뉴딜 뭐지,S-ECO O
그린뉴딜 알려주세요,S-ECO O
그린뉴딜 가르쳐주세요,S-ECO O
근데 그린뉴딜 무슨 뜻인가요,O S-ECO O O
그린뉴딜 알려줄 수 있을까,S-ECO O O O
그린뉴딜 뭐지,S-ECO O
ㅋㅋㅋ 그린뉴딜 알려줄래,O S-ECO O
음 그린뉴딜 뜻 뭐야,O S-ECO O O
그린뉴딜 뜻 알려줄 사람,S-ECO O O O
그린뉴딜 단어 언제 쓰지,S-ECO O O O
그린뉴딜 의미가 뭔지 아니,S-ECO O O O
그린뉴딜 의미에 대해 알고 싶어,S-ECO O O O O
그린뉴딜 용도를 알려줘,S-ECO O O
그린뉴딜 단어는 언제 쓰니,S-ECO O O O
그린뉴딜 단어 쓰임새,S-ECO O O
그리고 그린뉴딜 뜻 알고 싶어,O S-ECO O O O
그런데 그린뉴딜 뜻 뭐지,O S-ECO O O
야 너 그린뉴딜 알아,O O S-ECO O
그린뉴딜 뜻이 뭔데,S-ECO O O
야 그린뉴딜 뭐야,O S-ECO O
근데 그린뉴딜 무슨 뜻인지 아니,O S-ECO O O O
근데 그린뉴딜 무슨 뜻인데,O S-ECO O O
아니 그린뉴딜 뜻 뭐냐니깐,O S-ECO O O
아 그리고 그린뉴딜 뜻 알려줘,O O S-ECO O O
그린뉴딜 설명해줘,S-ECO O
그린뉴딜 가르쳐줘,S-ECO O
그린뉴딜 알려줘,S-ECO O
그린뉴딜 뭐냐니까,S-ECO O
그린뉴딜 단어 뜻 알려줄 수 있을까,S-ECO O O O O O
근데 그린뉴딜 뭐지,O S-ECO O
그린뉴딜 뜻 뭔데,S-ECO O O
얘 그린뉴딜 알려줄래,O S-ECO O
야 탄소제로 뜻,O S-ECO O
야 탄소제로 뜻 뭔데,O S-ECO O O
어이 탄소제로 뭔지 알려줘,O S-ECO O O
어이 탄소제로 뭔 뜻이야,O S-ECO O O
어이 탄소제로 대해 알려줘,O S-ECO O O
탄소제로 무슨 뜻인지 알고 있니,S-ECO O O O O
탄소제로 무슨 말인지 알려줄래,S-ECO O O O
탄소제로 단어에 대해 알고 싶어,S-ECO O O O O
탄소제로 같은 단어 뭐야,S-ECO O O O
탄소제로 언제 쓰는 말,S-ECO O O O
탄소제로 뜻을 알려줘,S-ECO O O
탄소제로 알려줄 수 있니,S-ECO O O O
탄소제로 단어 뜻 뭐야,S-ECO O O O
탄소제로 단어의 의미 알려줘,S-ECO O O O
그럼 탄소제로 뜻은 뭐야,O S-ECO O O
탄소제로 뜻이 뭐야,S-ECO O O
탄소제로 알고 싶어,S-ECO O O
저기요 탄소제로 알려주실래요,O S-ECO O
탄소제로 뭔가요,S-ECO O
탄소제로 뭐지,S-ECO O
탄소제로 알려주세요,S-ECO O
탄소제로 가르쳐주세요,S-ECO O
근데 탄소제로 무슨 뜻인가요,O S-ECO O O
탄소제로 알려줄 수 있을까,S-ECO O O O
탄소제로 뭐지,S-ECO O
ㅋㅋㅋ 탄소제로 알려줄래,O S-ECO O
음 탄소제로 뜻 뭐야,O S-ECO O O
탄소제로 뜻 알려줄 사람,S-ECO O O O
탄소제로 단어 언제 쓰지,S-ECO O O O
탄소제로 의미가 뭔지 아니,S-ECO O O O
탄소제로 의미에 대해 알고 싶어,S-ECO O O O O
탄소제로 용도를 알려줘,S-ECO O O
탄소제로 단어는 언제 쓰니,S-ECO O O O
탄소제로 단어 쓰임새,S-ECO O O
그리고 탄소제로 뜻 알고 싶어,O S-ECO O O O
그런데 탄소제로 뜻 뭐지,O S-ECO O O
야 너 탄소제로 알아,O O S-ECO O
탄소제로 뜻이 뭔데,S-ECO O O
야 탄소제로 뭐야,O S-ECO O
근데 탄소제로 무슨 뜻인지 아니,O S-ECO O O O
근데 탄소제로 무슨 뜻인데,O S-ECO O O
아니 탄소제로 뜻 뭐냐니깐,O S-ECO O O
아 그리고 탄소제로 뜻 알려줘,O O S-ECO O O
탄소제로 설명해줘,S-ECO O
탄소제로 가르쳐줘,S-ECO O
탄소제로 알려줘,S-ECO O
탄소제로 뭐냐니까,S-ECO O
탄소제로 단어 뜻 알려줄 수 있을까,S-ECO O O O O O
근데 탄소제로 뭐지,O S-ECO O
탄소제로 뜻 뭔데,S-ECO O O
얘 탄소제로 알려줄래,O S-ECO O
야 교토의정서 뜻,O S-ECO O
야 교토의정서 뜻 뭔데,O S-ECO O O
어이 교토의정서 뭔지 알려줘,O S-ECO O O
어이 교토의정서 뭔 뜻이야,O S-ECO O O
어이 교토의정서 대해 알려줘,O S-ECO O O
교토의정서 무슨 뜻인지 알고 있니,S-ECO O O O O
교토의정서 무슨 말인지 알려줄래,S-ECO O O O
교토의정서 단어에 대해 알고 싶어,S-ECO O O O O
